cluster,p6_1,p6_2,p22_1,p22_2
C2,7.192373517,8.074551762,9.001365396,9.560019919
C2,8.670942106,9.192231319,9.962830038,10.21643057
C2,3.018817099,3.343282645,3.129791839,2.239414547
C2,3.329026725,2.886944729,3.480091316,3.496036774
C2,8.414494483,8.752059225,8.920758682,9.000557264
C2,3.747622097,3.147787115,3.480091316,3.048875787
C2,3.559337299,3.504453844,4.205193356,2.815492623
C2,3.908780733,3.877596741,3.737910156,3.370081115
C2,7.526807727,8.037838611,8.835379405,8.981083405
C2,4.050557784,3.343282645,4.351817253,3.370081115
C2,5.212699308,5.351210713,6.846306276,7.134593312
C2,7.85197191,7.844870935,8.192138694,8.487125453
C2,3.018817099,3.504453844,5.526328243,4.708153221
C2,6.637927242,6.499118934,6.333405224,6.541195535
C2,8.561951986,8.695948763,9.128836374,9.540936376
C2,5.760691418,4.95294332,5.817286739,5.604673741
C2,7.273690183,7.383596167,5.793167055,6.148330476
C2,8.250224145,8.351665194,7.9482091,8.276042294
C2,8.160493104,8.268101042,9.514818456,9.780055042
C2,8.384323445,8.896707745,9.420256883,9.712124429
C2,5.155712327,5.483408964,5.496655154,5.714485922
C2,3.908780733,3.504453844,3.321728944,3.048875787
C2,7.338113418,7.636126076,7.072377888,7.33896259
C2,4.496764216,4.072526908,3.616765873,3.048875787
C2,7.994631865,8.658443084,9.310648094,9.662730854
C2,7.623006924,7.826536094,7.953622993,8.176806672
C2,8.39646771,8.796683107,8.600255259,8.932343595
C2,6.5315783,6.3865178,7.572327934,8.04960301
C2,3.329026725,3.504453844,3.947110142,3.496036774
C2,4.292990685,3.877596741,3.947110142,3.370081115
C2,3.747622097,2.886944729,3.129791839,3.048875787
C2,8.42638835,9.15599191,9.462629513,9.778802498
C2,7.653697232,8.576721493,8.164394484,8.73461948
C2,8.87564841,9.360912897,8.420392671,8.511464194
C2,6.126022309,5.385442552,5.909874499,6.224219269
C2,7.663783789,8.501689043,8.428190308,8.726845489
C2,5.419940023,5.768186841,6.366350325,6.687523896
C2,9.409653363,9.741202631,9.820504311,10.03528158
C2,6.416713375,6.189493005,6.247567096,6.116810384
C2,4.17760713,4.643678264,5.159385896,4.708153221
C2,6.949976914,7.167414805,8.661072843,9.114170363
C2,6.949976914,7.224578163,6.857916747,7.070446099
C2,8.010523785,8.725925988,9.230429159,9.257750793
C2,9.696627462,10.04715504,9.589723915,9.782556873
C2,7.164214309,7.40022795,7.101958251,7.372590041
C2,5.682877603,4.998318318,4.862858272,4.304528635
C2,7.954118342,8.482304718,9.814568028,10.15693259
C2,8.799961954,9.21119307,9.214737649,9.618604288
C2,7.091307755,6.766537318,6.786804436,6.35143715
C2,6.15502764,6.352652294,6.211737196,6.282159838
C2,7.247091642,7.424821009,8.259249952,8.401810707
C2,4.829246579,3.504453844,4.205193356,3.88798429
C2,4.398852556,4.31713194,2.873919726,2.815492623
C2,6.265502901,6.499118934,7.130942899,6.780747818
C2,4.050557784,3.979001655,2.873919726,3.224599095
C2,8.42638835,8.716002646,9.556319035,9.7432823
C2,9.118572777,9.773453431,8.630984593,8.732032802
C2,7.548747214,7.832673657,8.285243658,8.822349104
C2,6.15502764,6.282421258,8.787689336,9.237833302
C2,8.289827382,8.665335242,9.836704249,10.16749953
C2,7.559592942,8.222094447,9.675743117,10.15982217
C2,8.753511733,9.123830702,9.906736244,10.06024011
C2,4.292990685,3.643452153,3.847216168,3.496036774
C2,8.943428304,9.375694885,9.692024394,9.987287612
C2,6.126022309,6.245970643,6.505896039,6.644066707
C2,5.3709272,5.418860902,4.125002911,3.496036774
C2,3.747622097,3.877596741,3.321728944,2.815492623
C2,4.292990685,3.643452153,4.544729774,3.60800778
C2,6.899603264,6.980894553,6.892196064,7.411933321
C2,3.559337299,3.766574302,3.947110142,3.224599095
C2,8.685860947,8.768155273,8.293805136,8.480976043
C2,7.061078668,7.013708834,6.505896039,6.905552731
C2,7.493259085,8.074551762,7.725784043,7.868278464
C2,7.920867291,8.565712471,8.784655695,9.038733576
C2,5.834464261,5.891671248,4.039290574,4.113678139
C2,6.637927242,6.889544147,7.492726766,7.740224546
C2,7.458910562,8.682422909,8.384771954,8.863109247
C2,8.250224145,8.438719287,6.577931341,6.468276255
C2,6.096416259,5.418860902,5.817286739,5.328075415
C2,8.593941428,8.864130864,9.109570879,9.394880412
C2,3.329026725,3.147787115,3.616765873,3.048875787
C2,6.183456351,6.282421258,8.627602376,8.459244241
C2,7.683747554,8.174571484,8.0426785,8.258173144
C2,5.320143335,4.906022134,6.699133403,6.790742397
C2,8.4322987,9.369378286,9.439671593,10.01946034
C2,8.309228463,8.450737454,8.613993633,8.911919974
C2,4.17760713,3.979001655,3.480091316,4.244046675
C2,3.747622097,3.643452153,4.351817253,3.88798429
C2,5.3709272,4.998318318,6.017742475,6.282159838
C2,8.359723735,8.66189328,8.725770033,8.757693167
C2,6.882412204,6.82935584,6.058705572,6.505199045
C2,7.299806316,7.2705396,7.572327934,7.858822076
C2,8.4322987,8.990243661,8.835379405,8.963549798
C2,7.742031366,8.790392171,7.969743743,8.268921184
C2,5.760691418,5.604273282,6.017742475,5.796600978
C2,4.67324514,4.240729754,4.039290574,3.96799226
C2,7.273690183,7.526790879,6.366350325,6.068187302
C2,3.747622097,3.147787115,3.737910156,3.60800778
C2,8.109759179,8.685816282,7.887274467,8.191946176
C2,8.734504537,9.243787947,9.78299534,9.812245234
C2,5.834464261,5.243200173,5.159385896,4.570782057
C2,8.230007041,8.712679635,8.76631863,9.191516643
C2,8.276746781,8.422537665,7.996217437,8.214361501
C2,5.938414594,6.451939469,7.400559062,7.443917956
C2,5.320143335,5.418860902,5.080943716,5.150572285
C2,6.882412204,6.3865178,5.039995703,5.300011315
C2,4.398852556,5.084830077,5.19700957,5.242138483
C2,6.343101762,6.335414647,5.954005428,6.480689733
C2,6.416713375,6.435861729,8.314989055,8.362210263
C2,6.658283515,6.791995084,7.140476182,7.475207842
C2,7.663783789,7.832673657,7.674240752,7.95070531
C2,4.90102179,4.700363643,4.280601186,4.570782057
C2,4.90102179,4.807069462,5.233645547,4.832835329
C2,6.966383594,7.332516523,8.062856826,8.576352277
C2,3.747622097,3.343282645,3.847216168,3.60800778
C2,8.250224145,8.623479445,10.1370532,10.40033709
C2,8.444047225,8.922824941,8.722603179,8.972343242
C2,6.509329256,6.514506846,7.293570242,7.43757759
C2,8.064805283,8.56939149,8.536759782,8.841673903
C2,9.30403714,9.76224748,9.201150577,9.28976127
C2,4.398852556,4.584494734,4.713135301,3.88798429
C2,8.534741194,8.806068362,9.481485903,9.859222538
C2,7.312688897,8.058931884,8.022213755,7.839721135
C2,6.096416259,5.960928774,6.299684753,6.480689733
C2,6.096416259,6.17016064,5.768631163,5.64962442
C2,4.969228656,3.877596741,5.611783537,5.581651734
C2,7.548747214,7.776471444,7.360344491,7.45651558
C2,8.372076043,8.49396655,9.781474504,10.04260586
C2,5.212699308,4.389257932,5.19700957,4.983140055
C2,7.612629835,7.62201855,9.835239022,10.21550507
C2,4.398852556,3.877596741,3.847216168,3.60800778
C2,8.309228463,8.41846373,9.037493878,9.178276957
C2,7.779617693,7.40022795,9.024694477,8.934595138
C2,6.596328098,6.5297315,6.724732763,6.63299382
C2,7.79804958,7.526790879,9.252553584,9.443119837
C2,6.15502764,5.604273282,5.63915926,4.871983337
C2,6.211331105,5.867816606,7.140476182,7.118822534
C2,5.155712327,4.906022134,5.039995703,4.792531801
C2,6.03529769,5.545132629,8.73522909,9.324514719
C2,7.399777897,8.110353242,9.133612811,9.812245234
C2,8.384323445,8.609253162,8.52590001,8.550159025
C2,4.17760713,4.240729754,3.847216168,3.96799226
C2,8.809075152,8.887895858,8.082756644,8.352137877
C2,8.866947515,9.696487851,9.358355108,9.617203346
C2,6.066183837,6.150563395,6.786804436,7.086752919
C2,7.63330982,7.898516419,7.931844355,8.08652775
C2,4.829246579,3.979001655,4.65931349,4.244046675
C2,9.051044916,9.429310244,7.738386904,7.203498698
C2,8.202602278,8.466607454,9.04765225,8.932343595
C2,7.886831148,9.041468295,8.558237045,9.170656504
C2,9.154765804,9.891294633,9.339874586,9.673554775
C2,8.790790811,9.123830702,8.368653644,8.602078297
C2,8.7103878,9.665888962,8.817679895,9.098190679
C2,6.486729801,6.435861729,4.954273273,4.618152493
C2,6.811515942,6.467838985,6.098526526,6.26789303
C2,4.58791829,4.389257932,4.65931349,4.947076809
C2,6.5315783,6.559704707,6.686160626,6.443122306
C2,7.722864129,7.874920096,7.975077516,8.276042294
C2,7.481900328,7.035176499,6.699133403,6.719275284
C2,9.154765804,9.721500301,10.50090793,10.84293573
C2,4.90102179,4.072526908,4.039290574,3.802130128
C2,8.980199867,9.116305937,10.12030713,10.46094549
C2,7.570357641,8.226761724,7.593295266,8.276042294
C2,7.260452327,7.056328592,7.130942899,6.91471901
C2,7.751520237,7.880855485,8.136105951,8.365552152
C2,4.753486901,4.457599943,5.19700957,4.983140055
C2,5.3709272,4.584494734,5.996811553,5.796600978
C2,4.90102179,3.979001655,4.039290574,3.496036774
C2,8.670942106,9.113788934,9.730365723,9.94770863
C2,8.501395728,8.802946724,8.634358896,8.827204631
C2,6.966383594,6.991916013,7.9482091,8.06613086
C2,9.623614922,10.11164547,8.72892995,8.827204631
C2,8.901440548,9.289110413,9.304307485,9.466647808
C2,9.798509602,10.16853355,9.950702247,10.32853534
C2,5.513128535,5.418860902,7.159355405,7.405450281
C2,9.234716962,9.415070244,8.432073373,8.331779562
C2,8.102363522,8.100214636,8.4513334,8.76277091
C2,8.523711482,8.509370406,9.69040451,9.86631594
C2,7.653697232,7.838785197,8.844148375,8.502385232
C2,8.174666572,8.364427881,9.212482006,9.428816629
C2,8.583356922,9.381983946,10.02712795,10.20807962
C2,8.455700815,8.748818348,9.192020905,9.511075083
C2,7.338113418,7.629089577,8.667674728,9.009128634
C2,6.717676765,6.659941474,8.76631863,8.430813365
C2,6.596328098,6.646043217,7.462654665,7.981529129
C2,6.211331105,6.889544147,9.325335356,9.535013363
C2,6.291839064,5.793756114,5.743664228,5.693193238
C2,9.027814375,9.121326806,8.982956054,9.411140118
C2,9.505261093,9.80967187,9.634217397,9.853284609
C2,7.076272579,6.817009823,6.619478961,6.687523896
C2,5.869964052,5.891671248,8.01187141,8.318045908
C2,9.023905983,8.846046582,9.53120029,9.761151719
C2,7.014510013,6.958595046,6.673069637,6.698185847
C2,9.759086235,10.13044354,9.977515758,10.05196848
C2,7.895415818,7.826536094,8.396743552,8.541321151
C2,8.188702076,8.037838611,8.022213755,8.037081584
C2,5.155712327,5.280136459,5.080943716,4.362294576
C2,5.682877603,5.514607987,5.46634483,5.67157614
C2,4.829246579,4.457599943,4.205193356,4.570782057
C2,7.247091642,6.659941474,6.737363426,6.621834898
C2,6.265502901,6.700847207,6.737363426,6.750340203
C2,6.755950745,6.282421258,5.269345864,4.983140055
C2,6.847400991,6.559704707,7.416335703,7.750489021
C2,5.320143335,5.042249766,5.19700957,5.150572285
C2,6.368061365,6.559704707,6.282522094,6.209360119
C2,8.153353781,8.312685097,9.040040186,9.432007398
C2,5.600546039,6.3865178,5.932110729,6.517298475
C2,9.326422864,9.415070244,8.400712102,8.408306336
C2,8.729713342,8.505534838,9.109570879,9.344971868
C2,8.384323445,8.91706185,10.00774751,10.3673849
C2,7.869506898,7.704663641,7.620785401,7.724689454
C2,8.315637917,8.719318018,7.082305715,7.928277686
C2,7.895415818,8.179394884,9.581007878,9.749689675
C2,6.717676765,6.4196017,6.605762898,6.541195535
C2,6.575067686,6.544796341,6.798903458,6.941872479
C2,8.26354644,8.450737454,9.896937423,10.06332978
C2,9.385489152,9.691432896,9.18972943,9.252345967
C2,10.01872539,10.17940615,9.746045328,9.766216874
C2,5.267451861,4.584494734,4.280601186,4.244046675
C2,4.90102179,4.807069462,6.505896039,6.65505488
C2,4.753486901,4.522565109,4.351817253,3.88798429
C2,5.682877603,5.166263708,5.932110729,5.67157614
C2,4.292990685,3.979001655,4.125002911,3.496036774
C2,8.236777619,8.268101042,9.669178806,9.922975821
C2,7.286807452,7.750771543,8.477872492,8.596400929
C2,5.467303916,4.643678264,5.233645547,4.043002559
C2,8.73927987,8.908373808,8.232779068,8.375531603
C2,5.938414594,6.026978228,7.130942899,7.517902474
C2,10.03046012,10.497785,9.356313369,9.573085255
C2,7.860766067,8.402051921,8.998749831,9.05538182
C2,6.596328098,6.740620487,6.810901495,7.094837561
C2,9.300810631,9.960163523,8.196711269,8.440352736
C2,8.593941428,8.979223769,9.701705683,9.750967742
C2,8.146178932,8.364427881,9.587984915,9.986202733
C2,7.135493275,8.939977333,7.858701885,8.449829422
C2,5.419940023,5.742149099,5.63915926,5.242138483
C2,9.144002927,9.345977866,8.561785698,8.963549798
C2,6.463768657,6.282421258,5.63915926,5.086004014
C2,6.86501315,6.991916013,7.543888276,7.627788923
C2,5.869964052,5.545132629,6.098526526,6.116810384
C2,4.753486901,4.31713194,3.947110142,4.244046675
C2,7.435547962,7.416669886,5.63915926,6.068187302
C2,6.678355332,6.947314313,6.349972446,5.581651734
C2,8.76760454,8.806068362,8.690546219,9.049161224
C2,8.734504537,9.07031391,8.847059558,9.272065437
C2,8.340994597,8.277128809,8.20126939,8.930088532
C2,7.526807727,7.456971964,7.485267384,7.511880157
C2,7.937588681,7.5861334,7.969743743,8.153795133
C2,7.703438547,7.013708834,6.774602711,6.41751931
C2,8.781560981,8.954116815,8.71306068,8.829626278
C2,7.92925223,8.470547817,8.082756644,8.203197394
C2,6.811515942,6.632009159,6.265151259,5.796600978
C2,9.144002927,9.348120932,9.352221202,9.485197742
C2,9.76143532,10.22908886,10.10943824,10.27623696
C2,2.239414547,2.886944729,3.737910156,2.815492623
C2,7.537819229,7.511565338,7.713070005,8.015967809
C2,6.774712159,5.818873709,6.724732763,6.443122306
C2,3.747622097,3.766574302,3.737910156,2.815492623
C2,8.243516555,8.240673593,9.001365396,9.474405956
C2,7.206249236,7.541857206,8.637725324,8.916483613
C2,5.467303916,4.31713194,4.039290574,3.224599095
C2,6.003728619,5.545132629,6.211737196,6.310274043
C2,8.049503693,8.735781523,9.652636144,9.999167751
C2,9.168992517,9.975493446,9.559871988,9.777548865
C2,6.575067686,6.189493005,7.492726766,8.007434955
C2,8.73927987,8.976455591,10.09113945,10.34216721
C2,8.42638835,8.637566772,8.529529027,8.822349104
C2,9.633908012,10.08362419,9.550973145,9.702908492
C2,8.444047225,8.584014431,9.776902354,10.08983335
C2,8.153353781,8.513195799,8.644434698,8.909632728
C2,7.149925421,7.763678773,7.693786144,8.14604228
C2,8.002599722,8.644559171,8.901284118,9.248731466
C2,5.155712327,4.807069462,5.19700957,4.570782057
C2,8.478729241,9.320009619,9.779952064,10.0446917
C2,7.537819229,7.024482702,6.563810591,6.337847087
C2,7.399777897,7.440986179,7.687300421,7.844520151
C2,7.920867291,8.263565875,8.344133273,8.550159025
C2,7.515711419,7.233888567,7.572327934,7.800742734
C2,5.971445401,5.793756114,4.713135301,3.96799226
C2,9.925440137,10.32141857,8.400712102,8.67661261
C2,4.753486901,4.584494734,4.039290574,4.113678139
C2,8.131721232,8.893776427,8.709865766,9.157223067
C2,8.897173758,9.259813292,9.527575926,9.555638378
C2,8.188702076,8.351665194,8.753963113,8.652193324
C2,4.496764216,3.643452153,4.125002911,4.304528635
C2,7.375427979,8.198528736,8.906875161,9.394880412
C2,5.155712327,5.545132629,5.19700957,4.618152493
C2,4.398852556,3.877596741,4.90932638,4.362294576
C2,8.094929735,8.249874163,8.237224765,8.471702483
C2,8.635519369,9.390326936,8.428190308,8.584978705
C2,7.299806316,6.889544147,7.082305715,7.03726744
C2,7.045722627,6.727484669,5.039995703,4.871983337
C2,7.325457261,8.000166113,9.507477497,9.597445952
C2,8.223204524,8.355931985,9.241533787,9.549775545
C2,6.998646076,6.499118934,7.159355405,7.372590041
C2,7.653697232,7.636126076,8.503932024,8.916483613
C2,7.770312601,7.358282772,7.870198967,8.04960301
C2,5.798056182,4.807069462,4.764896313,4.113678139
C2,5.096293985,3.979001655,4.8147568,4.304528635
C2,8.866947515,9.779817966,10.393505,10.84413381
C2,8.188702076,8.587647118,9.968187613,10.20993957
C2,8.049503693,7.820372286,8.136105951,7.633346668
C2,8.359723735,8.66189328,8.352353142,8.610552665
C2,6.291839064,5.514607987,5.692373716,5.150572285
C2,8.328371988,9.106211465,9.221483493,9.44627916
C2,5.904600328,4.85744028,5.692373716,5.271373879
C2,7.751520237,7.892653449,8.887210956,9.506542094
C2,6.91659126,6.673706544,8.027357238,8.276042294
C2,8.620067761,8.334470653,7.980391628,8.078403587
C2,9.756733318,9.98102782,10.57212687,10.8489162
C2,8.556550743,9.049392661,10.55175253,11.03353067
C2,9.952420524,10.43767347,10.56241851,10.72497657
C2,9.027814375,9.243787947,9.045119356,9.250539848
C2,5.869964052,6.227391305,6.749884041,6.26789303
C2,9.103837409,9.698168908,9.958798758,10.22012664
C2,8.879979255,9.40481206,10.01423663,10.17798963
C2,10.15539689,10.66441036,10.10701177,10.41007775
C2,8.250224145,8.308288211,7.214551515,6.923827242
C2,8.270161715,8.290565365,7.68078538,7.517902474
C2,9.019986973,10.34736066,10.57036657,10.90796871
C2,7.751520237,7.593382278,8.022213755,8.279589705
C2,8.223204524,8.634057819,8.926274888,8.8795637
C2,7.061078668,6.714227665,6.646524229,6.977297717
C2,8.578035396,9.123830702,8.904082348,9.168745084
C2,8.813610249,8.768155273,8.772456925,8.770354163
C2,6.486729801,6.130693846,5.996811553,5.983278976
C2,9.701529171,9.994771574,10.65668178,10.94584953
C2,8.690799798,9.262088163,9.692024394,10.05196848
C2,7.663783789,7.657031747,7.881605078,8.149923917
C2,6.966383594,6.817009823,5.666016111,5.796600978
C2,6.637927242,6.317967099,6.786804436,6.994688493
C2,4.050557784,3.766574302,4.603248205,3.496036774
C2,8.781560981,9.553372982,8.082756644,8.114607158
C2,6.982605269,6.991916013,7.543888276,7.593984651
C2,7.816248742,8.528396707,8.131336763,8.627353468
C2,8.049503693,9.255252759,8.507616672,9.009128634
C2,5.600546039,4.240729754,4.65931349,3.96799226
C2,8.884297135,9.250677763,9.325335356,9.565841349
C2,8.041791565,8.037838611,7.667666268,7.765749959
C2,7.570357641,8.079721008,7.931844355,8.687334318
C2,8.73927987,9.555229251,9.398594506,9.682959541
C2,6.183456351,6.048332534,5.932110729,5.756136588
C2,6.658283515,6.740620487,10.41327992,10.80652273
C2,9.25486496,9.961563904,10.89191659,11.18304508
C2,7.192373517,6.817009823,7.447379894,7.318402681
C2,9.291087578,9.335214517,9.062756919,9.266714078
C2,8.087457423,7.944581045,8.40466976,8.372212786
C2,7.363096894,8.043140931,9.011780485,9.461972813
C2,8.588658884,9.523343157,10.67153681,11.09772149
C2,8.567333076,8.945649769,9.201150577,9.424017204
C2,9.271442626,10.19734703,10.63242221,10.79169623
C2,7.247091642,6.958595046,6.947572815,6.994688493
C2,7.206249236,7.147844583,7.572327934,7.462773321
C2,7.903949668,8.179394884,9.143118497,9.172565395
C2,7.770312601,7.5861334,9.28296855,9.208362467
C2,6.15502764,5.661042136,4.544729774,4.113678139
C2,8.799961954,8.984744239,6.834601289,7.210955176
C2,7.788863099,7.776471444,7.892921646,8.203197394
C2,7.045722627,6.901285306,8.817679895,8.89120301
C2,9.238094565,9.360912897,9.882822633,9.863955346
C2,8.270161715,8.426600124,7.931844355,8.020215373
C2,4.67324514,4.072526908,4.280601186,3.88798429
C2,6.5315783,6.369685064,4.65931349,4.521666007
C2,6.183456351,5.688596118,5.403696019,5.018284657
C2,9.433419459,9.776639209,10.44340519,10.77420385
C2,7.470451303,7.55676762,7.536689778,8.053752768
C2,4.58791829,3.766574302,4.544729774,3.370081115
C2,3.747622097,3.979001655,4.764896313,4.304528635
C2,4.67324514,4.700363643,4.603248205,4.180548944
C2,9.686773793,9.989289774,8.94541716,9.026120071
C2,6.847400991,6.659941474,6.3166442,6.455754419
C2,9.524751806,9.910273612,9.906736244,10.26017046
C2,8.018404533,7.578847871,7.787724434,7.677053459
C2,8.094929735,7.832673657,7.757086947,7.825227472
C2,8.167597253,7.763678773,8.533148936,8.792867601
C2,8.695721794,8.928565098,9.30642412,9.35509267
C2,8.690799798,8.784073677,9.161943987,9.424017204
C2,7.559592942,8.058931884,9.382633188,9.754795163
C2,5.419940023,4.31713194,4.544729774,3.224599095
C2,7.807177884,8.037838611,7.28500149,7.225753272
C2,6.966383594,7.15766295,7.31897477,7.677053459
C2,10.79431526,11.14793467,10.08375445,10.00774681
C2,8.748783365,8.699310499,8.276631047,8.057890618
C2,9.370178353,9.417113156,10.57300622,10.83331511
C2,7.886831148,8.20327279,8.112100683,8.110629139
C2,7.387654392,7.167414805,8.887210956,9.013395294
C2,9.016057286,9.131316418,9.416342387,9.527575233
C2,7.970460623,7.252330692,7.140476182,6.810525468
C2,9.261518905,9.280159123,9.501947158,9.713436199
C2,7.92925223,8.222094447,8.838308323,8.834457411
C2,6.658283515,6.245970643,6.762296516,6.310274043
C2,6.575067686,5.768186841,5.887285779,5.55824893
C2,9.459696493,9.679568657,7.431941423,6.610588587
C2,9.664353828,10.25215909,10.20783135,10.17893951
C2,9.140397381,10.24527668,9.964171298,10.26286066
C2,7.860766067,7.838785197,8.01187141,8.487125453
C2,8.353507677,8.295016539,9.180526955,9.482122604
C2,5.760691418,4.807069462,4.713135301,4.113678139
C2,9.376322187,9.56815668,10.94314642,11.30899591
C2,5.212699308,3.504453844,4.713135301,3.496036774
C2,8.057174787,8.410281172,9.014372549,9.40952237
C2,8.640633336,8.843010368,8.376735318,8.31112972
C2,7.014510013,6.11054425,6.476038016,6.051604786
C2,7.273690183,6.766537318,7.607105887,7.469003997
C2,9.597556227,9.671034062,8.697014864,8.576352277
C2,4.969228656,4.389257932,4.544729774,4.244046675
C2,7.994631865,8.254452527,8.340005702,8.324929084
C2,8.720082938,9.40481206,9.554539272,9.878061317
C2,7.338113418,7.349745137,7.507530657,7.644398265
C2,4.969228656,3.766574302,4.483515643,3.88798429
C2,9.491176142,9.794036327,9.784514574,9.953271074
C2,6.066183837,6.048332534,6.058705572,5.855217489
C2,9.450990557,9.752572607,9.579258334,9.865136126
C2,7.470451303,7.424821009,7.400559062,7.233095674
C2,4.753486901,4.240729754,4.603248205,4.043002559
C2,6.698150565,6.090106523,6.058705572,6.194345054
C2,6.966383594,6.090106523,6.366350325,5.947848716
C2,5.419940023,4.457599943,4.351817253,4.244046675
C2,7.722864129,7.480622885,8.072841067,8.378842799
C2,7.233605824,6.947314313,4.65931349,4.792531801
C2,8.786183279,9.326545638,9.675743117,10.10190345
C2,8.724906177,9.075497152,9.024694477,8.925567802
C2,8.250224145,8.565712471,8.982956054,9.261342793
C2,11.14763486,11.59719736,11.4302913,11.78816697
C2,5.682877603,4.998318318,6.118028445,5.67157614
C2,6.736941173,5.84355552,5.692373716,5.271373879
C2,7.581042517,7.358282772,6.563810591,6.63299382
C2,8.160493104,8.069363915,8.360526424,8.465486814
C2,7.233605824,7.002853684,7.799799382,7.968399535
C2,6.15502764,5.385442552,4.90932638,3.370081115
C2,8.109759179,7.5861334,7.052314381,6.994688493
C2,7.363096894,7.341156591,7.416335703,7.262096502
C2,8.645729235,9.1362854,9.248155762,9.427218594
C2,9.31367359,10.12295368,10.13467277,10.53477669
C2,8.858193815,8.91706185,8.72892995,8.71902937
C2,8.734504537,8.908373808,8.285243658,8.31459196
C2,7.014510013,6.646043217,7.667666268,7.297545003
C2,8.495762417,8.91127564,10.07633144,10.21086864
C2,9.224536441,9.348120932,8.826556799,8.841673903
C2,8.753511733,9.003901181,8.71306068,8.760234273
C2,9.646671947,9.564474935,10.29674977,10.56124433
C2,6.658283515,6.11054425,6.038370913,5.64962442
C2,9.60280576,10.51123473,10.90174927,11.49362751
C2,7.912433297,7.955870833,7.787724434,7.523899722
C2,8.561951986,8.584014431,8.814708745,9.212079417
C2,8.849386665,9.268891329,9.308537653,9.452577123
C2,6.637927242,5.891671248,5.120717887,5.150572285
C2,6.416713375,5.418860902,5.120717887,4.750998459
C2,7.878195048,7.724605057,10.26771501,10.62047775
C2,5.419940023,4.85744028,4.603248205,3.96799226
C2,9.287831941,9.508090523,9.874286992,9.963229745
C2,6.463768657,5.632942021,5.496655154,5.300011315
