cluster,p6_1,p6_2,p22_1,p22_2
C2,6.486729801,6.245970643,6.958396851,6.82031584
C2,7.69362668,7.67763848,8.481624236,8.218063744
C2,8.660909785,8.558326158,8.380759234,8.599242407
C2,5.3709272,5.166263708,4.997799522,4.043002559
C2,7.663783789,8.174571484,9.679014106,9.787547556
C2,9.258195769,9.74283241,10.14771677,10.43970397
C2,8.026242438,8.56939149,9.439671593,9.809794407
C2,7.63330982,7.892653449,7.799799382,7.825227472
C2,5.212699308,4.522565109,4.280601186,3.370081115
C2,9.320062312,9.330886589,9.807113156,10.10190345
C2,9.274735419,9.421190322,8.858645886,8.8795637
C2,8.117117095,8.295016539,8.072841067,8.430813365
C2,7.537819229,7.205774769,7.400559062,7.311483632
C2,4.753486901,3.877596741,4.862858272,4.618152493
C2,9.214283561,9.994771574,10.34284829,10.67535686
C2,9.533025023,9.817426548,10.144171,10.39380659
C2,9.085203965,9.180252391,8.784655695,9.368477556
C2,5.869964052,4.754765158,5.768631163,5.212278832
C2,7.834220987,7.629089577,6.3166442,6.35143715
C2,9.67933912,10.45169268,10.55620627,10.87318019
C2,5.557512751,4.807069462,5.233645547,4.417598919
C2,9.919141577,10.30606742,10.20102154,10.52509833
C2,9.000230597,9.143706926,8.684048432,8.732032802
C2,8.270161715,7.51919822,7.368477729,7.233095674
C2,6.096416259,4.754765158,5.159385896,4.304528635
C2,8.507007122,9.306848063,10.06762272,10.32767906
C2,8.334697103,9.143706926,8.522261838,9.015523901
C2,8.216369763,8.616383844,10.06387426,10.32853534
C2,5.096293985,4.31713194,4.862858272,4.470659819
C2,9.872092203,10.16489106,8.802762561,8.765303093
C2,8.578035396,7.989219228,6.633065257,6.051604786
C2,6.575067686,5.768186841,5.768631163,5.409051807
C2,10.32697577,10.81763951,10.25899869,10.58651944
C2,7.192373517,6.700847207,7.579350999,7.165625789
C2,7.164214309,7.107887388,7.232489783,6.986019382
C2,6.265502901,5.280136459,5.269345864,5.150572285
C2,7.920867291,7.233888567,7.187217967,6.896327657
C2,8.223204524,7.950236991,8.223846342,8.003149514
C2,7.076272579,6.779322561,7.841282477,7.593984651
C2,6.066183837,5.688596118,5.496655154,5.086004014
C2,8.315637917,9.059891215,8.58638476,8.983260196
C2,7.061078668,6.632009159,6.822800227,6.552996494
C2,8.729713342,8.682422909,9.433874566,9.535013363
C2,8.296323454,8.184202202,6.958396851,6.708769258
C3,6.003728619,6.467838985,6.445545329,6.986019382
C3,4.969228656,5.632942021,5.371294068,5.460557646
C3,3.559337299,2.886944729,2.873919726,2.239414547
C3,2.239414547,2.239414547,2.239414547,3.048875787
C3,4.398852556,4.522565109,3.321728944,3.224599095
C3,3.559337299,3.504453844,3.321728944,3.370081115
C3,5.834464261,7.650096833,5.63915926,6.468276255
C3,3.329026725,2.886944729,3.321728944,3.048875787
C3,4.58791829,3.877596741,2.873919726,2.239414547
C3,2.239414547,3.147787115,2.239414547,2.815492623
C3,2.239414547,2.886944729,2.873919726,2.239414547
C3,3.329026725,2.886944729,3.480091316,2.815492623
C3,5.155712327,5.451504407,4.205193356,4.113678139
C3,4.969228656,4.389257932,3.616765873,4.113678139
C3,9.674361298,10.8707768,9.949348399,10.41492352
C3,5.798056182,6.150563395,5.120717887,5.816409361
C3,3.018817099,2.239414547,2.873919726,2.239414547
C3,3.329026725,2.886944729,3.129791839,2.815492623
C3,6.416713375,6.740620487,5.996811553,6.337847087
C3,3.747622097,3.147787115,3.480091316,3.048875787
C3,3.018817099,2.239414547,3.616765873,2.239414547
C3,3.018817099,3.147787115,3.321728944,2.239414547
C3,2.239414547,2.239414547,3.480091316,3.048875787
C3,2.239414547,2.886944729,2.239414547,2.239414547
C3,5.212699308,5.166263708,6.460872697,6.621834898
C3,8.328371988,8.959734026,7.887274467,8.493248753
C3,2.239414547,2.239414547,2.873919726,2.815492623
C3,3.018817099,3.147787115,2.873919726,2.815492623
C3,5.320143335,4.700363643,6.822800227,7.028851853
C3,3.018817099,2.886944729,2.873919726,2.239414547
C3,3.747622097,3.877596741,2.873919726,2.239414547
C3,5.155712327,5.316123701,6.445545329,6.780747818
C3,3.018817099,3.343282645,3.947110142,2.239414547
C3,3.559337299,2.239414547,3.321728944,2.239414547
C3,7.623006924,7.910171304,5.817286739,6.100785817
C3,2.239414547,2.239414547,2.239414547,2.815492623
C3,2.239414547,2.239414547,2.239414547,2.815492623
C3,3.329026725,3.343282645,3.737910156,3.709312671
C3,5.467303916,5.451504407,3.321728944,3.370081115
C3,6.829570423,7.375207702,7.082305715,6.849293185
C3,4.17760713,4.159446881,3.129791839,3.709312671
C3,2.239414547,2.886944729,3.129791839,3.048875787
C3,4.17760713,3.877596741,3.129791839,2.815492623
C3,2.239414547,2.239414547,3.321728944,3.224599095
C3,6.126022309,6.048332534,5.611783537,5.796600978
C3,3.559337299,3.147787115,2.239414547,2.239414547
C3,3.329026725,2.886944729,2.873919726,2.815492623
C3,6.03529769,6.603522789,6.211737196,6.034827462
C3,9.284568941,9.757418154,9.085121438,9.180175797
C3,7.703438547,8.2360512,7.68078538,7.959579568
C3,6.617278296,7.117981154,3.480091316,3.048875787
C3,3.329026725,2.886944729,3.480091316,3.224599095
C3,2.239414547,3.343282645,3.847216168,2.239414547
C3,7.537819229,8.016432152,8.047749619,8.401810707
C3,2.239414547,2.886944729,3.321728944,2.815492623
C3,8.289827382,8.799818315,7.920830401,8.206928375
C3,3.908780733,3.979001655,4.713135301,5.11866294
C3,4.496764216,4.584494734,5.338127531,5.892995709
C3,3.018817099,2.239414547,2.873919726,2.239414547
C3,4.050557784,3.343282645,4.125002911,3.496036774
C3,3.329026725,2.239414547,2.873919726,3.224599095
C3,6.416713375,6.924483926,6.633065257,7.225753272
C3,3.559337299,3.343282645,4.039290574,3.496036774
C3,4.292990685,3.877596741,3.129791839,2.815492623
C3,4.292990685,3.979001655,3.847216168,3.048875787
C3,6.736941173,7.243139155,6.563810591,6.887043027
C3,7.570357641,7.600594874,7.352165065,7.475207842
C3,6.31769969,6.753637322,7.232489783,7.218373235
C3,3.747622097,3.877596741,3.616765873,3.496036774
C3,6.553487689,6.026978228,6.724732763,6.665959633
C3,5.034219153,4.159446881,3.480091316,3.60800778
C3,4.829246579,4.240729754,4.8147568,4.910043322
C3,3.747622097,3.343282645,3.847216168,3.048875787
C3,3.559337299,3.766574302,4.039290574,3.60800778
C3,8.495762417,8.956928155,9.04765225,9.254149827
C3,6.126022309,6.150563395,6.659858253,7.126729522
C3,7.312688897,7.862975493,7.514875949,7.872983496
C3,4.753486901,4.457599943,5.304158443,5.181766807
C3,2.239414547,2.886944729,3.129791839,2.239414547
C3,2.239414547,2.239414547,3.129791839,2.239414547
C3,5.642309649,5.915133007,6.349972446,6.116810384
C3,2.239414547,4.700363643,4.603248205,3.88798429
C3,3.018817099,3.147787115,3.129791839,3.224599095
C3,6.265502901,6.005299653,6.633065257,6.896327657
C3,6.658283515,6.544796341,6.098526526,6.430377945
C3,2.239414547,2.239414547,3.321728944,3.048875787
C3,7.581042517,8.074551762,7.267709491,7.582538007
C3,3.329026725,3.343282645,3.129791839,2.815492623
C3,4.90102179,4.700363643,5.555390867,5.150572285
C3,3.559337299,2.239414547,3.616765873,3.224599095
C3,7.903949668,8.312685097,7.909731652,8.02445046
C3,7.834220987,8.321438853,7.823649987,8.153795133
C3,3.747622097,3.147787115,3.129791839,3.224599095
C3,7.895415818,8.368657132,6.673069637,6.541195535
C3,6.596328098,6.514506846,8.121750801,8.31459196
C3,5.212699308,5.451504407,7.042176746,6.830039991
C3,7.722864129,8.193769023,8.760154102,9.118137776
C3,6.183456351,5.867816606,6.619478961,6.480689733
C3,7.106187487,8.079721008,5.403696019,6.378236669
C3,9.737770538,10.07588661,8.884379771,9.388324864
C3,5.3709272,5.483408964,4.997799522,5.51024797
C3,8.064805283,8.722625787,7.996217437,8.456112792
C3,4.292990685,3.504453844,3.847216168,4.043002559
C3,3.908780733,4.240729754,4.713135301,4.708153221
C3,6.966383594,7.408472377,7.514875949,7.61098591
C3,3.018817099,2.239414547,3.129791839,3.048875787
C3,3.018817099,2.886944729,3.129791839,3.048875787
C3,6.755950745,6.687340966,7.43968134,7.475207842
C3,4.17760713,3.343282645,3.737910156,3.60800778
C3,7.260452327,7.844870935,7.661061653,7.559368262
C3,3.747622097,3.643452153,3.847216168,2.815492623
C3,8.026242438,8.547175272,7.787724434,7.97716587
C3,3.747622097,3.643452153,3.737910156,3.048875787
C3,6.238673246,6.189493005,6.078754784,6.17917074
C3,5.600546039,4.522565109,4.41932272,3.224599095
C3,8.167597253,8.914171646,7.335665525,7.541743128
C3,9.008165648,9.315635763,9.410450655,9.615801043
C3,9.197031803,10.59753094,9.466420561,10.12968038
C3,7.233605824,7.15766295,6.990388727,7.086752919
C3,6.440433991,6.300304439,6.299684753,6.541195535
C3,5.155712327,4.85744028,5.19700957,5.355589279
C3,5.971445401,5.891671248,5.975569045,6.253482643
C3,5.419940023,6.130693846,4.90932638,4.521666007
C3,10.22513439,10.71261079,9.370545222,9.920706215
C3,7.663783789,8.193769023,8.192138694,8.449829422
C3,7.338113418,7.224578163,7.031967184,7.431209194
C3,8.256900678,8.438719287,7.875913304,8.443518555
C3,6.440433991,6.189493005,6.947572815,6.858823959
C3,8.289827382,8.637566772,8.223846342,8.408306336
C3,7.470451303,7.657031747,7.400559062,7.547642161
C3,4.496764216,2.886944729,4.41932272,3.60800778
C3,4.496764216,3.979001655,3.947110142,3.88798429
C3,7.363096894,7.85696587,7.082305715,7.529872111
C3,3.559337299,3.504453844,2.873919726,2.239414547
C3,4.753486901,4.643678264,5.975569045,5.604673741
C3,4.90102179,4.700363643,4.280601186,4.708153221
C3,8.922587199,9.379890637,8.988239884,9.159149805
C3,6.596328098,6.841596742,6.880860175,7.297545003
C3,3.908780733,3.343282645,3.616765873,3.370081115
C3,4.58791829,4.389257932,4.65931349,4.417598919
C3,4.90102179,4.584494734,4.8147568,5.018284657
C3,8.353507677,8.576721493,9.097397959,9.444700363
C3,4.58791829,3.877596741,3.737910156,3.370081115
C3,3.747622097,3.343282645,2.873919726,3.048875787
C3,4.292990685,4.389257932,4.039290574,3.370081115
C3,7.325457261,7.534343735,7.092165527,7.290524768
C3,3.018817099,2.239414547,3.321728944,2.815492623
C3,4.829246579,4.457599943,4.862858272,4.304528635
C3,3.559337299,2.886944729,3.321728944,2.815492623
C3,3.018817099,2.886944729,2.873919726,3.370081115
C3,5.212699308,4.700363643,6.098526526,7.633346668
C3,5.320143335,4.754765158,4.713135301,4.521666007
C3,5.096293985,4.754765158,5.555390867,5.382574605
C3,7.751520237,7.776471444,8.439808277,8.643960814
C3,3.747622097,2.886944729,3.616765873,3.048875787
C3,7.458910562,7.564165362,7.875913304,7.891651546
C3,3.908780733,4.457599943,2.239414547,3.224599095
C3,6.736941173,6.4196017,5.743664228,5.627327367
C3,2.239414547,2.886944729,3.321728944,2.239414547
C3,8.818131132,9.20411159,9.670822686,9.96983087
C3,8.309228463,8.478396391,9.003976227,9.082031989
C3,7.945877202,8.281621587,7.904150068,7.740224546
C3,5.096293985,4.31713194,4.351817253,3.496036774
C3,3.329026725,3.147787115,3.129791839,3.048875787
C3,7.350659326,7.657031747,7.763266765,7.959579568
C3,5.096293985,4.389257932,5.555390867,5.43504011
C3,7.273690183,8.406172416,7.641064231,7.972789365
C3,8.655867334,8.852099904,8.169055749,8.355503162
C3,7.895415818,8.140348208,7.985686224,7.963996297
C3,3.559337299,3.147787115,3.947110142,2.815492623
C3,6.982605269,6.659941474,6.137267871,6.364899547
C3,5.904600328,6.300304439,6.193480141,6.492996723
C3,3.329026725,3.147787115,3.737910156,2.239414547
C3,7.192373517,7.607771547,7.052314381,7.431209194
C3,7.411800216,7.850931088,7.990961447,8.247344393
C3,8.270161715,9.017430599,8.568856918,8.855999468
C3,3.747622097,2.239414547,3.616765873,3.709312671
C3,8.26354644,8.56939149,8.511291929,8.646710209
C3,7.164214309,7.224578163,7.062381099,6.839698815
C3,5.155712327,4.643678264,3.947110142,4.180548944
C3,7.247091642,7.782825451,8.589864911,8.981083405
C3,8.545687194,8.905466126,8.210342634,8.932343595
C3,3.747622097,2.886944729,3.129791839,3.048875787
C3,7.470451303,7.704663641,7.031967184,7.218373235
C3,4.496764216,3.979001655,3.737910156,2.815492623
C3,3.559337299,2.239414547,3.129791839,3.048875787
C3,4.398852556,5.166263708,4.483515643,4.244046675
C3,8.072395608,8.321438853,7.775547475,8.206928375
C3,5.212699308,4.85744028,4.280601186,3.370081115
C3,7.751520237,7.944581045,7.159355405,7.142414374
C3,8.988245569,9.729742331,9.642618718,10.16558402
C3,3.559337299,3.504453844,4.125002911,3.60800778
C3,8.079946183,8.52081628,8.360526424,8.505417907
C3,5.212699308,3.147787115,3.321728944,3.96799226
C3,9.773123711,10.09387684,10.28176767,10.6631898
C3,9.320062312,10.31704917,9.435809498,9.756068717
C3,5.419940023,4.998318318,4.125002911,3.802130128
C3,4.90102179,4.457599943,4.764896313,4.113678139
C3,7.375427979,7.087484978,8.145597261,7.830074903
C3,8.690799798,9.065111976,8.72892995,9.051237738
C3,7.623006924,7.801721121,9.087585115,9.168745084
C3,5.3709272,5.243200173,6.058705572,6.034827462
C3,8.635519369,8.836918698,9.386640105,9.581730199
C3,8.478729241,9.083237259,9.439671593,9.890871731
C3,5.904600328,5.483408964,5.692373716,6.194345054
C3,4.050557784,3.766574302,4.039290574,4.043002559
C3,4.58791829,4.457599943,4.8147568,4.113678139
C3,8.980199867,9.322191584,9.060250433,9.100197847
C3,8.079946183,8.268101042,7.875913304,8.153795133
C3,4.90102179,4.998318318,5.338127531,5.181766807
C3,6.829570423,6.804556862,5.080943716,4.570782057
C3,3.747622097,2.886944729,3.480091316,3.048875787
C3,9.168992517,9.335214517,8.644434698,8.582108958
C3,7.683747554,7.511565338,6.711990093,6.839698815
C3,7.834220987,7.782825451,7.627576768,7.91920802
C3,8.640633336,9.255252759,8.032482438,8.434000172
C3,4.17760713,3.504453844,3.480091316,3.224599095
C3,8.256900678,8.855117065,7.781648814,8.106640114
C3,8.640633336,8.742314665,8.435946011,8.395285689
C3,7.260452327,7.40022795,4.954273273,4.113678139
C3,8.010523785,8.064157335,8.131336763,8.599242407
C3,4.398852556,4.240729754,4.039290574,3.60800778
C3,9.597556227,10.1403699,9.488959982,9.206500395
C3,8.593941428,8.833863189,8.920758682,9.275622013
C3,3.747622097,2.886944729,4.280601186,3.496036774
C3,8.583356922,9.078081805,8.610571289,8.905047328
C3,4.753486901,4.240729754,4.41932272,4.832835329
C3,10.23699926,10.68913458,8.462767149,8.424418548
C3,7.091307755,7.15766295,6.633065257,6.91471901
C3,6.575067686,6.090106523,4.713135301,5.086004014
C3,7.233605824,6.514506846,6.137267871,6.017850651
C3,7.135493275,7.375207702,6.880860175,6.051604786
C3,8.630387204,9.153543269,9.001365396,9.298528442
C3,5.467303916,4.159446881,4.351817253,4.832835329
C3,6.238673246,6.227391305,6.535145417,6.729705052
C3,7.435547962,7.814182007,6.058705572,6.224219269
C3,8.80452575,9.367266591,8.634358896,8.925567802
C3,8.174666572,8.490089741,7.551050988,7.627788923
C3,5.938414594,7.243139155,6.535145417,7.188468879
C3,8.89289431,9.158436402,9.410450655,9.680278716
C3,4.050557784,4.389257932,3.480091316,3.709312671
C3,5.034219153,4.998318318,4.483515643,3.96799226
C3,9.720971136,10.09259923,9.11923579,9.385035885
C3,4.17760713,4.584494734,4.764896313,4.180548944
C3,7.470451303,6.947314313,5.46634483,5.776512767
C3,8.414494483,8.524611474,8.155026503,8.028673142
C3,7.350659326,7.15766295,7.241375801,7.318402681
C3,6.617278296,7.107887388,9.410450655,9.795001357
C3,8.340994597,8.509370406,6.749884041,6.253482643
C3,5.513128535,4.998318318,4.65931349,4.66390504
C3,7.779617693,7.99470306,7.68078538,7.38582423
C3,6.637927242,6.467838985,7.335665525,7.210955176
C3,8.80452575,9.295787617,8.72892995,8.99840644
C3,5.642309649,5.243200173,5.403696019,5.460557646
C3,7.937588681,8.397919618,8.298066888,8.52048636
C3,5.834464261,5.042249766,5.080943716,4.66390504
C3,4.050557784,3.877596741,4.8147568,4.66390504
C3,8.567333076,8.793541069,7.835428913,8.06613086
C3,3.747622097,2.886944729,3.616765873,3.048875787
C3,7.548747214,7.391936063,5.19700957,4.871983337
C3,6.03529769,5.915133007,6.247567096,6.505199045
C3,9.76143532,10.09515331,9.642618718,9.885062914
C3,5.212699308,4.95294332,6.520595245,6.698185847
C3,4.398852556,3.877596741,4.65931349,4.708153221
C3,8.744039444,9.075497152,9.677379539,9.994859011
C3,6.486729801,6.048332534,6.737363426,7.157930161
C3,8.002599722,8.501689043,8.627602376,8.556020996
C3,4.753486901,4.584494734,3.847216168,3.370081115
C3,7.299806316,7.177101044,7.477769179,7.61098591
C3,3.559337299,2.886944729,3.737910156,3.370081115
C3,4.17760713,3.877596741,4.039290574,4.113678139
C3,5.096293985,5.166263708,6.333405224,6.41751931
C3,9.307256448,9.733026003,8.784655695,8.84885447
C3,8.408510561,8.959734026,9.634217397,9.790036438
C3,6.966383594,6.403155175,6.058705572,5.983278976
C3,5.3709272,5.385442552,5.996811553,6.148330476
C3,4.67324514,3.343282645,4.125002911,3.496036774
C3,7.299806316,7.424821009,6.605762898,6.644066707
C3,7.312688897,7.297428387,7.335665525,7.142414374
C3,7.375427979,7.795450048,8.412552643,8.860743212
C3,8.630387204,9.065111976,8.58638476,8.89120301
C3,5.155712327,4.159446881,5.120717887,4.521666007
C3,8.26354644,8.729218655,8.551113435,8.948031086
C3,9.161896699,9.79088878,9.533009064,9.643591347
C3,7.69362668,7.440986179,7.011328139,6.994688493
C3,6.368061365,6.352652294,6.659858253,6.729705052
C3,5.419940023,4.807069462,4.764896313,4.417598919
C3,6.755950745,6.514506846,5.954005428,5.581651734
C3,8.551129197,8.462656297,8.895671319,9.019771714
C3,8.124437653,8.802946724,8.703454627,8.905047328
C3,9.666862211,10.13789471,10.01034666,10.23664277
C3,6.91659126,7.978188586,6.414390248,6.830039991
C3,6.829570423,6.841596742,8.192138694,8.535399003
C3,5.419940023,5.042249766,4.90932638,5.328075415
C3,4.17760713,3.343282645,3.847216168,3.224599095
C3,3.908780733,3.343282645,3.947110142,3.048875787
C3,4.398852556,4.700363643,4.205193356,3.709312671
C3,4.829246579,3.877596741,4.954273273,4.521666007
C3,7.411800216,7.097722335,7.641064231,7.923749985
C3,6.717676765,6.589064846,8.001454336,7.88234774
C3,5.642309649,5.418860902,4.351817253,3.802130128
C3,8.26354644,8.338788547,8.439808277,8.459244241
C3,4.969228656,4.584494734,3.947110142,3.370081115
C3,8.73927987,9.315635763,8.687300984,8.945800434
C3,7.73247961,7.782825451,7.980391628,8.14604228
C3,4.050557784,4.159446881,4.713135301,4.244046675
C3,5.155712327,4.807069462,5.496655154,5.11866294
C3,8.790790811,9.259813292,9.022120911,9.116155433
C3,6.238673246,6.17016064,6.414390248,6.17917074
C3,5.320143335,4.389257932,5.233645547,4.708153221
C3,9.224536441,9.864596906,9.490822466,9.872200582
C3,7.299806316,7.27955843,8.620814055,8.952482067
C3,8.002599722,8.56939149,9.735087525,10.1138734
C3,4.398852556,4.072526908,3.847216168,4.043002559
C3,10.32221001,10.9673412,9.881403529,10.24028748
C3,4.58791829,3.643452153,3.947110142,3.496036774
C3,4.398852556,3.877596741,3.737910156,3.224599095
C3,6.343101762,6.150563395,5.817286739,5.714485922
C3,6.829570423,6.130693846,7.072377888,6.994688493
C3,5.869964052,5.205261829,7.522183983,7.671662054
C3,5.642309649,4.906022134,5.120717887,5.181766807
C3,6.416713375,6.189493005,5.19700957,4.304528635
C3,6.416713375,6.85373431,4.41932272,4.417598919
C3,6.126022309,5.818873709,5.817286739,5.796600978
C3,4.67324514,4.522565109,4.039290574,3.048875787
C3,6.933380946,6.467838985,6.229764258,5.947848716
C3,7.325457261,6.877706341,7.31897477,7.311483632
C3,9.221126905,9.239176386,8.664377563,8.918760029
C3,5.467303916,4.389257932,4.483515643,3.048875787
C3,4.398852556,4.240729754,3.947110142,4.417598919
C3,6.183456351,5.938214764,3.947110142,4.362294576
C3,3.747622097,3.766574302,3.480091316,3.370081115
C3,8.064805283,8.100214636,7.875913304,7.872983496
C3,5.267451861,5.166263708,4.544729774,4.947076809
C3,8.087457423,7.795450048,7.536689778,7.475207842
C3,7.411800216,7.196280173,6.892196064,7.126729522
C3,6.596328098,6.11054425,6.058705572,6.209360119
C3,4.90102179,5.632942021,4.205193356,4.750998459
C3,6.5315783,6.369685064,6.646524229,6.529296743
C3,8.818131132,8.665335242,9.27866262,9.670856399
C3,8.39646771,9.088374353,9.714513824,10.18651607
C3,6.774712159,7.288521127,6.822800227,6.770683257
C3,8.102363522,8.053687426,7.485267384,7.815483429
C3,5.869964052,5.351210713,5.304158443,5.627327367
C3,7.149925421,7.137958788,7.31897477,7.325288648
C3,7.164214309,7.383596167,8.844148375,9.026120071
C3,5.600546039,5.483408964,5.496655154,5.086004014
C3,7.299806316,7.62201855,8.027357238,8.110629139
C3,6.15502764,6.245970643,5.932110729,5.693193238
C3,4.496764216,3.877596741,4.544729774,4.113678139
C3,8.270161715,9.121326806,6.646524229,7.332141847
C3,6.91659126,7.51919822,7.042176746,7.173280497
C3,8.167597253,8.573061148,9.138373484,9.334779557
C3,5.600546039,4.522565109,4.483515643,3.709312671
C3,9.047199047,9.232231284,9.225963261,9.394880412
C3,8.724906177,8.99845368,8.001454336,8.210649727
C3,7.945877202,8.198528736,7.744647248,8.098628803
C3,7.206249236,7.056328592,6.947572815,6.719275284
C3,3.559337299,4.072526908,4.039290574,3.496036774
C3,8.250224145,8.584014431,8.408616588,8.641206169
C3,8.117117095,8.2590164,9.216989771,9.305504016
C3,8.700627051,9.025487755,9.795104648,10.17703913
C3,6.678355332,6.700847207,7.177990234,7.42481252
C3,8.795383672,9.04675604,8.543954465,8.829626278
C3,9.836884215,10.82227161,10.05886111,10.38560167
C3,6.793231834,6.11054425,6.333405224,6.378236669
C3,8.276746781,8.685816282,9.523942432,10.02369633
C3,6.617278296,6.300304439,6.491044695,6.505199045
C3,8.534741194,9.339529498,9.045119356,9.23965539
C3,7.312688897,7.776471444,7.909731652,8.180606476
C3,6.829570423,7.349745137,6.265151259,6.480689733
C3,9.354703305,9.7606395,9.988103158,10.04885436
C3,7.286807452,7.137958788,7.360344491,7.269256356
C3,5.722317535,5.084830077,5.496655154,5.150572285
C3,3.747622097,3.343282645,3.480091316,3.496036774
C3,5.971445401,5.514607987,6.017742475,5.892995709
C3,6.096416259,5.818873709,6.247567096,6.034827462
C3,9.621030133,10.19615789,9.608715816,9.893188725
C3,4.050557784,4.31713194,3.947110142,3.709312671
C3,8.635519369,8.729218655,9.029827874,9.378435343
C3,5.642309649,5.514607987,5.159385896,4.792531801
C3,10.8571647,11.66538102,8.289530751,7.905495626
C3,8.420453678,9.175432827,9.337806503,9.661372136
C3,7.779617693,8.084871788,7.847112367,7.770801241
C3,9.027814375,9.469238102,9.241533787,9.618604288
C3,9.59492428,9.593669105,9.358355108,9.558560883
C3,7.683747554,8.450737454,8.331714946,8.365552152
C3,8.167597253,8.86712299,9.087585115,9.425618787
C3,6.392593747,5.818873709,5.403696019,4.983140055
C3,7.92925223,8.641067209,8.950840043,9.436780358
C3,7.751520237,7.711341484,7.875913304,7.914651699
C3,8.243516555,7.67763848,8.072841067,8.31112972
C3,8.109759179,8.021813638,8.917992647,9.388324864
C3,7.67380024,7.375207702,8.396743552,8.398551888
C3,7.788863099,8.179394884,8.647777718,8.921032859
C3,8.034037963,8.188993547,8.881543019,9.079999366
C3,5.642309649,5.351210713,6.990388727,7.45651558
C3,8.353507677,8.364427881,6.958396851,6.95081091
C3,7.03020095,7.04579141,7.514875949,8.074324274
C3,8.918382598,9.121326806,9.627460933,9.770004104
C3,6.31769969,6.646043217,6.505896039,7.188468879
C3,8.195668927,7.921732717,7.793774553,7.994540228
C3,6.774712159,6.980894553,6.749884041,7.297545003
C3,5.155712327,4.754765158,5.583868117,4.947076809
C3,5.600546039,5.316123701,5.909874499,5.714485922
C3,6.509329256,6.559704707,7.654426631,7.959579568
C3,7.106187487,6.804556862,6.711990093,6.887043027
