cluster,p6_1,p6_2,p22_1,p22_2
C3,7.895415818,7.961482745,8.169055749,8.382146409
C3,5.034219153,4.389257932,4.65931349,3.60800778
C3,7.937588681,7.961482745,8.607140804,8.705907637
C3,6.637927242,6.924483926,7.177990234,7.118822534
C3,7.350659326,8.053687426,8.380759234,8.529452436
C3,9.227937938,9.529021573,8.687300984,9.03244061
C3,7.106187487,6.980894553,6.686160626,6.610588587
C3,4.67324514,4.159446881,4.65931349,3.709312671
C3,5.3709272,3.643452153,5.19700957,4.947076809
C3,4.292990685,4.389257932,5.159385896,5.086004014
C3,6.793231834,7.002853684,7.258984995,7.283470142
C3,8.980199867,9.033500155,9.610430019,9.917295097
C3,5.096293985,4.998318318,3.847216168,3.224599095
C3,6.03529769,5.418860902,6.118028445,5.776512767
C3,7.206249236,7.607771547,7.898546789,7.928277686
C3,7.643539579,7.711341484,9.18972943,9.491328422
C3,8.473006516,8.486202482,8.408616588,8.760234273
C3,3.747622097,4.584494734,4.205193356,4.570782057
C3,5.642309649,4.643678264,4.764896313,3.709312671
C3,6.291839064,5.632942021,7.368477729,7.431209194
C3,8.822637889,9.339529498,8.906875161,9.021890939
C3,9.364008241,9.855586728,9.390635923,9.63807595
C3,4.398852556,4.85744028,4.483515643,3.802130128
C3,8.80452575,9.765458072,10.17693081,10.39544199
C3,6.966383594,6.727484669,5.718250592,5.242138483
C3,4.969228656,4.906022134,5.666016111,5.911515615
C3,6.291839064,5.385442552,4.713135301,4.871983337
C3,8.230007041,8.893776427,8.057838658,8.195706345
C3,4.292990685,4.159446881,4.713135301,3.96799226
C3,9.258195769,9.789312427,9.297938883,9.719977214
C3,7.994631865,8.330139791,8.725770033,9.011263541
C3,9.708850648,9.770260603,10.69272758,11.01981247
C3,7.260452327,7.087484978,7.909731652,8.045441272
C3,2.239414547,3.343282645,4.125002911,3.048875787
C3,7.537819229,7.51919822,7.95901663,8.118574233
C3,6.183456351,6.574459831,7.267709491,7.570999705
C3,8.507007122,8.651517834,8.455154731,8.465486814
C3,5.513128535,5.451504407,5.583868117,5.776512767
C3,8.640633336,8.815392943,9.109570879,9.460411108
C3,6.03529769,6.090106523,5.403696019,6.163833733
C3,6.933380946,7.087484978,7.000896525,7.262096502
C3,8.972109037,9.461340453,10.19417942,10.41894927
C3,7.663783789,7.117981154,6.098526526,5.43504011
C3,7.683747554,7.15766295,8.237224765,8.176806672
C3,9.579030952,9.595474272,9.610430019,9.907013079
C3,6.86501315,6.17016064,5.039995703,4.521666007
C3,7.076272579,6.300304439,4.544729774,4.244046675
C3,8.744039444,8.82465763,7.829551481,7.830074903
C3,4.58791829,4.240729754,4.039290574,3.60800778
C3,8.809075152,9.41915318,9.077705059,9.270283856
C3,8.705515683,9.20411159,10.13824194,10.34470891
C3,6.291839064,6.85373431,7.462654665,7.462773321
C3,8.700627051,9.241484009,9.826416267,10.11486642
C3,7.962312639,8.115395936,8.518614465,8.553092989
C3,6.774712159,6.435861729,6.520595245,6.941872479
C3,4.398852556,3.766574302,3.480091316,3.496036774
C3,8.495762417,8.787236384,9.622372737,9.83893306
C3,9.125884395,9.558934638,9.821984573,9.846126681
C3,8.010523785,8.20327279,8.826556799,9.118137776
C3,8.655867334,9.469238102,9.657618891,10.06332978
C3,8.935127962,9.123830702,8.926274888,9.057449405
C3,8.818131132,9.322191584,9.559871988,9.823222721
C3,7.363096894,7.67763848,7.858701885,8.062016626
C3,7.233605824,6.969788007,9.386640105,9.564388192
C3,5.212699308,4.31713194,4.65931349,3.802130128
C3,5.513128535,4.906022134,4.280601186,3.88798429
C3,6.698150565,6.82935584,7.011328139,7.247669099
C3,8.540224578,8.389619321,7.847112367,7.985879222
C3,5.467303916,5.451504407,5.954005428,6.253482643
C3,8.655867334,9.1362854,10.46440909,10.66454677
C3,7.286807452,6.753637322,6.646524229,6.687523896
C3,7.363096894,7.167414805,8.327551625,8.590701124
C3,7.69362668,8.198528736,8.844148375,8.737201527
C3,9.136782801,9.218239955,7.408468981,7.188468879
C3,7.493259085,7.607771547,8.732082959,9.057449405
C3,8.968046539,9.728097688,10.33457557,10.57140757
C3,8.620067761,8.317068617,8.551113435,8.860743212
C3,9.56833728,10.38541955,9.672464695,9.900117462
C3,11.07394966,11.49065451,9.111993185,9.334779557
C3,4.829246579,4.906022134,4.41932272,4.708153221
C3,7.014510013,7.167414805,8.443660228,8.916483613
C3,6.658283515,6.753637322,6.711990093,6.95081091
C3,8.73927987,9.894230777,8.898480449,9.543888787
C3,7.962312639,8.397919618,8.747745436,8.85837329
C3,5.904600328,5.938214764,4.483515643,4.570782057
C3,5.513128535,5.084830077,7.847112367,8.078403587
C3,4.050557784,3.766574302,3.480091316,3.224599095
C3,7.860766067,7.989219228,8.097503312,8.286658454
C3,8.992251653,9.033500155,8.630984593,8.71902937
C3,8.378212745,9.001180002,6.535145417,7.045634096
C3,7.515711419,7.440986179,5.768631163,5.018284657
C3,8.39646771,8.580372572,7.870198967,8.184396293
C3,7.751520237,7.770089301,7.19638693,7.118822534
C3,5.513128535,5.243200173,5.887285779,6.194345054
C3,4.496764216,4.700363643,4.603248205,4.043002559
C3,9.238094565,9.53655819,9.804120388,9.944360839
C3,4.398852556,3.877596741,4.205193356,4.304528635
C3,8.455700815,9.022807033,8.4513334,8.841673903
C3,6.291839064,5.867816606,6.711990093,6.858823959
C3,5.798056182,4.998318318,5.909874499,5.756136588
C3,7.663783789,7.432926269,7.424159696,7.666250403
C3,8.935127962,9.797177022,8.923519422,9.03033684
C3,5.320143335,4.389257932,4.603248205,3.96799226
C3,6.998646076,7.107887388,8.223846342,9.002704886
C3,5.600546039,4.906022134,5.269345864,5.150572285
C3,5.3709272,4.584494734,4.544729774,3.88798429
C3,5.467303916,3.877596741,4.603248205,3.496036774
C3,8.372076043,8.277128809,9.252553584,9.376780478
C3,6.5315783,6.4196017,6.476038016,6.58782822
C3,8.461492487,8.069363915,8.808748021,8.797823222
C3,7.273690183,6.483564206,7.31055629,7.203498698
C3,8.402501706,8.212714327,8.173701994,7.990216229
C3,6.755950745,5.451504407,4.544729774,4.043002559
C3,9.639027146,10.05373537,9.90114507,9.953271074
C3,4.969228656,4.159446881,4.483515643,3.60800778
C3,7.834220987,8.755292837,8.087688977,8.345383655
C3,7.69362668,7.795450048,8.254871745,8.62456689
C3,8.551129197,8.689201691,8.808748021,9.104203824
C3,7.63330982,7.967072895,8.01187141,8.203197394
C3,8.102363522,8.226761724,9.558096605,9.998091772
C3,5.467303916,5.451504407,4.280601186,4.113678139
C3,3.908780733,3.504453844,3.847216168,3.96799226
C3,5.904600328,4.457599943,5.43536866,5.43504011
C3,5.938414594,5.042249766,6.476038016,6.100785817
C3,8.818131132,9.284641711,8.518614465,8.54427313
C3,5.212699308,4.584494734,6.137267871,6.324126896
C3,8.790790811,9.093493217,8.159718102,8.414772838
C3,7.312688897,7.724605057,5.120717887,5.212278832
C3,8.153353781,8.140348208,7.522183983,7.649892442
C3,6.717676765,6.005299653,5.864333069,6.017850651
C3,7.843123772,7.600594874,6.491044695,6.541195535
C3,7.869506898,7.750771543,8.027357238,8.465486814
C3,6.486729801,5.960928774,7.159355405,7.405450281
C3,7.076272579,6.779322561,6.460872697,6.404544321
C3,4.969228656,3.979001655,5.159385896,4.792531801
C3,8.438184926,7.950236991,7.613961876,7.655365753
C3,7.350659326,6.589064846,6.038370913,6.310274043
C3,7.912433297,7.55676762,6.491044695,6.430377945
C3,6.553487689,6.227391305,6.058705572,5.51024797
C3,4.17760713,4.31713194,4.90932638,4.362294576
C3,8.002599722,7.933202146,8.057838658,8.138247516
C3,6.966383594,7.315079314,6.491044695,6.282159838
C3,4.67324514,4.457599943,3.616765873,4.180548944
C3,8.223204524,8.539693161,8.690546219,8.673919683
C3,6.829570423,6.467838985,5.19700957,4.113678139
C3,6.717676765,6.4196017,7.258984995,6.968522856
C3,8.92677958,9.022807033,8.667674728,9.110192007
C3,8.809075152,9.177844622,9.622372737,9.987287612
C3,6.003728619,5.084830077,7.477769179,7.593984651
C3,5.467303916,5.280136459,6.1749871,6.430377945
C3,8.700627051,8.821576009,8.607140804,9.073884254
C3,8.786183279,8.719318018,9.011780485,9.215786814
C3,9.485503429,9.53655819,9.917853999,10.16749953
C3,8.378212745,8.665335242,9.109570879,9.298528442
C3,6.486729801,6.317967099,7.214551515,7.102877044
C3,7.683747554,7.961482745,8.507616672,8.822349104
C3,7.779617693,8.637566772,8.136105951,8.471702483
C3,8.724906177,8.580372572,8.298066888,8.214361501
C3,9.388531907,9.335214517,10.47197169,10.71191062
C3,5.212699308,4.31713194,4.65931349,3.88798429
C3,9.418611596,9.828213541,10.04371628,10.50478722
C3,5.682877603,4.31713194,4.351817253,4.043002559
C3,6.31769969,6.659941474,7.111684797,7.203498698
C3,6.736941173,6.150563395,7.572327934,7.276380786
C3,7.286807452,7.186722546,6.366350325,6.17917074
C3,5.722317535,5.126142792,5.63915926,5.627327367
C3,7.986619728,8.61282291,8.289530751,8.646710209
C3,6.392593747,6.150563395,5.975569045,6.337847087
C3,6.617278296,6.559704707,9.833772305,10.00774681
C3,6.066183837,5.84355552,7.613961876,7.780851005
C3,8.523711482,8.52081628,9.942560038,10.20900989
C3,7.481900328,7.288521127,6.990388727,7.078622605
C3,8.495762417,8.426600124,8.613993633,8.268921184
C3,8.744039444,8.580372572,8.237224765,8.279589705
C3,9.385489152,9.838920473,9.280817192,9.486732856
C3,8.117117095,8.303877878,8.858645886,9.017649371
C3,6.509329256,5.867816606,6.914603258,6.480689733
C3,8.270161715,8.446742516,8.396743552,8.573465297
C3,8.862577305,9.262088163,9.439671593,9.47749757
C3,9.291087578,9.545923927,9.30218774,9.457282618
C3,8.939284103,8.830801192,9.212482006,9.489798193
C3,8.795383672,8.764950401,8.536759782,8.526469933
C3,8.980199867,9.306848063,9.468312355,9.74071136
C3,9.666862211,10.06550485,10.19303591,10.40440369
C3,8.76760454,8.896707745,8.811731462,8.974533253
C3,7.760947046,7.534343735,6.265151259,6.430377945
C3,9.291087578,9.333052176,10.61715675,10.84173666
C3,8.630387204,9.096045854,8.97499384,9.174471763
C3,4.292990685,3.877596741,5.080943716,3.709312671
C3,9.433419459,9.926140002,9.858505928,9.94324318
C3,7.325457261,6.935944414,7.431941423,7.118822534
C3,3.908780733,3.766574302,3.847216168,3.048875787
C3,7.149925421,7.177101044,7.719441043,7.638883061
C3,9.125884395,9.667606035,9.709724087,9.84013449
C3,8.862577305,8.896707745,7.852918773,7.994540228
C3,8.309228463,7.243139155,6.211737196,5.55824893
C3,6.440433991,5.514607987,5.371294068,5.581651734
C3,9.140397381,9.234550036,8.915221299,9.195277197
C3,6.509329256,5.84355552,5.611783537,5.052558062
C3,7.493259085,6.991916013,6.880860175,6.790742397
C3,9.456800349,9.593669105,9.861388083,10.26286066
C3,4.753486901,4.072526908,4.039290574,3.60800778
C3,7.816248742,7.838785197,7.543888276,7.462773321
C3,4.050557784,3.643452153,3.737910156,3.048875787
C3,7.149925421,6.877706341,5.909874499,5.485621537
C3,8.102363522,8.937132728,8.747745436,9.028229996
C3,8.146178932,8.474477443,8.223846342,8.279589705
C3,9.450990557,9.553372982,9.150206878,8.985433707
C3,9.674361298,10.01244492,9.824940548,10.11685043
C3,8.992251653,9.388245708,9.701705683,9.844930232
C3,8.455700815,9.003901181,9.608715816,9.820790488
C3,9.412645626,9.940414112,9.608715816,9.871025572
C3,4.829246579,4.85744028,4.483515643,4.362294576
C3,5.557512751,5.351210713,5.080943716,4.470659819
C3,8.002599722,7.9159636,9.126442212,9.343278143
C3,8.444047225,8.692579172,9.143118497,9.495909394
C3,8.748783365,9.246088211,6.54954956,6.932878159
C3,8.124437653,8.668769009,9.50009899,9.792521034
C3,4.829246579,4.072526908,4.280601186,3.370081115
C3,7.363096894,7.297428387,6.914603258,6.790742397
C3,8.992251653,9.322191584,9.420256883,9.403033174
C3,9.24818018,9.513829176,8.96430872,8.841673903
C3,4.496764216,4.584494734,4.8147568,4.304528635
C3,5.557512751,4.807069462,4.8147568,4.043002559
C3,8.018404533,8.821576009,8.289530751,8.567673942
C3,6.368061365,6.048332534,5.909874499,5.181766807
C3,7.92925223,8.064157335,7.829551481,7.547642161
C3,5.557512751,5.632942021,5.120717887,4.708153221
C3,7.602177475,7.40022795,7.744647248,7.998851298
C3,7.447276622,6.935944414,6.156251838,5.756136588
C3,9.012116863,9.315635763,9.606999575,9.873374635
C3,8.901440548,8.787236384,7.985686224,8.31459196
C3,9.433419459,9.757418154,9.293677475,9.465091159
C3,9.86773791,10.16245762,9.731941375,10.1646253
C3,8.153353781,8.226761724,8.808748021,8.909632728
C3,8.939284103,8.761738393,8.432073373,8.276042294
C3,8.955789941,8.931426632,8.74150084,8.914203598
C3,5.096293985,4.998318318,4.764896313,3.88798429
C3,8.772271708,8.562024043,9.647636126,10.01733767
C3,7.435547962,7.697954712,7.187217967,6.977297717
C3,8.102363522,7.704663641,7.168702972,7.011871566
C3,9.944172481,10.52645386,10.34284829,10.52435114
C3,5.155712327,4.31713194,4.544729774,4.180548944
C3,6.755950745,5.9832867,5.496655154,5.212278832
C3,8.831609377,9.328717746,9.178217134,9.28976127
C3,7.106187487,7.117981154,6.520595245,6.959694142
C3,7.435547962,7.643128385,7.232489783,7.627788923
C3,4.398852556,4.457599943,4.483515643,3.96799226
C3,8.866947515,9.521445374,9.603560954,9.65592443
C3,8.315637917,8.208001286,8.73522909,9.082031989
C3,8.438184926,9.453399327,9.937106256,10.32853534
C3,4.496764216,4.072526908,4.65931349,3.048875787
C3,9.179571222,9.218239955,9.168940684,9.204635915
C3,9.513646522,9.773453431,9.981495144,10.45938273
C3,8.372076043,8.347385741,9.464526282,9.883898338
C3,8.372076043,8.644559171,6.591914554,7.020386758
C3,5.760691418,5.243200173,5.864333069,5.485621537
C3,7.312688897,7.06678918,9.603560954,9.792521034
C3,10.30459962,10.60651002,10.69999092,10.9273161
C3,7.470451303,7.27955843,7.593295266,7.834906088
C3,6.658283515,5.351210713,5.43536866,5.086004014
C3,9.136782801,9.423224591,8.898480449,8.787894895
C3,10.15181993,10.42148291,10.63410844,10.87259322
C3,6.126022309,5.84355552,8.267966687,8.584978705
C3,6.86501315,6.958595046,6.017742475,5.212278832
C3,8.799961954,9.241484009,9.558096605,9.690972255
C3,6.509329256,5.688596118,6.193480141,6.17917074
C3,7.435547962,7.306280893,7.335665525,7.535819845
C3,6.91659126,6.714227665,5.841004289,5.874231866
C3,9.008165648,9.530909422,9.261309208,9.441537577
C3,9.051044916,9.337373621,8.575893638,9.094167945
C3,7.045722627,6.727484669,5.371294068,4.832835329
C3,9.193556554,9.425255996,8.972329971,9.08811273
C3,8.939284103,9.196995175,8.719429356,8.827204631
C3,8.593941428,8.290565365,8.01187141,7.946247611
C3,9.107535386,9.201743351,9.124044069,9.098190679
C3,9.092686251,8.987496571,9.082653546,8.932343595
C3,6.416713375,5.451504407,5.403696019,4.470659819
C3,5.320143335,4.95294332,5.338127531,4.708153221
C3,7.886831148,8.56939149,10.6756362,11.09571101
C3,9.035599532,9.974106528,9.406509423,9.676248114
C3,9.291087578,9.829747977,9.793596532,10.07664243
C3,5.3709272,4.95294332,4.603248205,4.521666007
C3,5.798056182,4.754765158,4.713135301,4.708153221
C3,8.866947515,8.864130864,8.496534368,8.660379109
C3,5.212699308,4.584494734,5.841004289,5.776512767
C3,5.834464261,5.575011986,5.269345864,4.180548944
C3,8.026242438,8.665335242,10.42209096,10.73921374
C3,8.614880219,8.393775441,8.881543019,8.961343035
C3,9.077682665,9.886879182,9.540221563,10.09487483
C3,8.124437653,8.347385741,7.101958251,7.070446099
C3,7.788863099,7.770089301,7.667666268,8.138247516
C3,7.286807452,6.714227665,5.909874499,5.874231866
C3,5.798056182,4.95294332,4.764896313,4.66390504
C3,8.322019008,7.832673657,8.062856826,8.09057273
C3,6.933380946,6.4196017,6.686160626,6.95081091
C3,9.122233219,9.324370254,10.71918293,11.09922751
C3,9.946238917,10.59753094,9.550973145,9.806110341
C3,7.602177475,7.488421023,5.954005428,6.051604786
C3,6.238673246,6.005299653,5.583868117,5.43504011
C3,9.039476411,9.239176386,8.872999132,8.99840644
C3,9.403650152,9.443411049,9.972192777,10.22197113
C3,7.69362668,7.862975493,8.864404335,8.961343035
C3,6.617278296,6.335414647,6.476038016,6.676782227
C3,7.770312601,7.332516523,7.579350999,6.95081091
C3,8.748783365,8.873088684,8.878700676,8.855999468
C3,6.678355332,6.150563395,6.460872697,6.810525468
C3,6.066183837,5.243200173,5.555390867,5.485621537
C3,9.203957285,9.421190322,8.667674728,8.930088532
C3,6.368061365,5.514607987,6.535145417,6.541195535
C3,9.34533796,9.817426548,9.892717468,10.12672974
C3,6.392593747,6.090106523,7.376565299,8.180606476
C3,8.799961954,9.123830702,7.529455135,7.475207842
C3,8.523711482,9.295787617,9.300064876,9.882732822
C3,8.635519369,8.979223769,8.485366245,8.67661261
C3,5.513128535,5.166263708,5.496655154,5.55824893
C3,8.922587199,9.330886589,9.568716273,9.80856743
C3,8.959887056,8.528396707,8.716248533,8.775387605
C3,9.114903022,9.508090523,9.805617548,10.05817665
C3,9.97486246,10.51219065,9.824940548,9.945477632
C3,5.096293985,4.31713194,4.65931349,3.802130128
C3,8.73927987,8.987496571,8.380759234,8.782904986
C3,5.3709272,4.389257932,4.90932638,3.96799226
C3,8.42638835,8.135392179,8.536759782,8.721639452
C3,7.843123772,7.383596167,8.062856826,8.283128411
C3,7.515711419,6.740620487,6.282522094,5.983278976
C3,8.438184926,8.722625787,8.942698053,9.03033684
C3,6.882412204,7.002853684,8.529529027,9.145608275
C3,6.392593747,5.316123701,5.666016111,5.150572285
C3,8.283301913,8.160003714,7.95901663,7.868278464
C3,6.03529769,5.084830077,4.90932638,5.018284657
C3,5.722317535,5.768186841,5.817286739,5.55824893
C3,7.825262875,7.874920096,8.285243658,8.487125453
C3,8.270161715,8.855117065,7.926347896,8.118574233
C3,9.476952312,9.515736999,9.055224355,9.351726953
C3,6.183456351,5.793756114,6.382543168,6.780747818
C3,8.80452575,8.426600124,8.352353142,8.484054025
C3,8.302790395,8.037838611,8.027357238,7.740224546
C3,7.435547962,8.130419056,6.505896039,6.051604786
C3,9.193556554,9.817426548,10.12870446,10.50402944
C3,6.440433991,6.317967099,7.700242809,7.582538007
C3,8.840525409,9.257534828,10.12631021,10.45311468
C3,8.776923823,8.497832965,8.443660228,8.218063744
C3,5.642309649,4.807069462,5.43536866,5.409051807
C3,6.265502901,5.205261829,4.954273273,4.180548944
C3,7.63330982,7.297428387,6.914603258,7.180894718
C3,9.747283085,10.05373537,9.511152646,9.610178156
C3,8.223204524,8.368657132,7.276381446,7.655365753
C3,6.774712159,6.317967099,8.097503312,8.307659147
C3,7.273690183,6.958595046,8.32337625,8.621774917
C3,7.481900328,7.243139155,6.673069637,6.404544321
C3,7.447276622,6.646043217,6.646524229,5.756136588
C3,7.559592942,7.2705396,7.985686224,8.070233387
C3,7.807177884,6.980894553,5.768631163,5.983278976
C3,5.642309649,5.243200173,5.63915926,5.51024797
C3,8.160493104,8.317068617,8.388773539,8.610552665
C3,8.640633336,8.605674557,10.86129025,10.96964735
C3,8.529236882,8.446742516,8.719429356,8.934595138
C3,8.844962842,8.430651171,8.087688977,7.97716587
C3,6.596328098,6.282421258,6.058705572,5.911515615
C3,8.455700815,8.438719287,8.603702141,8.819915197
C3,9.557563746,9.951732574,9.300064876,9.435191125
C3,9.403650152,9.755804779,9.832304095,10.08376021
C3,7.92925223,8.355931985,9.739793921,10.09487483
C3,7.643539579,7.541857206,6.646524229,7.283470142
C3,9.800795412,10.28496894,10.34078455,10.57429825
C3,8.216369763,8.338788547,7.661061653,7.834906088
C3,8.556550743,8.41846373,9.640942364,9.912734356
C3,7.375427979,7.261463928,6.491044695,6.564701225
C3,9.161896699,9.611619922,9.617266531,9.823222721
C3,7.816248742,7.593382278,7.926347896,8.053752768
C3,8.695721794,9.213545859,9.201150577,9.305504016
C3,9.524751806,9.729742331,8.693784168,8.930088532
C3,6.949976914,5.9832867,6.605762898,5.855217489
C3,5.869964052,5.243200173,4.997799522,3.96799226
C3,10.2867716,10.66441036,10.98471102,11.23739899
C3,6.440433991,6.227391305,5.718250592,4.792531801
C3,8.888602128,8.833863189,8.934509844,9.004849315
C3,8.322019008,8.193769023,8.492821262,8.471702483
C3,7.312688897,7.600594874,7.68078538,7.849303243
C3,9.71371107,9.926140002,9.496395536,9.762419676
C3,8.947560632,9.044114591,10.10092768,10.38148165
C3,6.899603264,7.087484978,6.659858253,6.517298475
C3,7.233605824,7.035176499,5.909874499,5.855217489
C3,9.613247862,10.00838563,10.3366482,10.74499778
C3,9.339060445,9.588240012,9.586243817,9.792521034
C3,6.617278296,5.915133007,6.193480141,5.892995709
C3,7.399777897,7.534343735,6.282522094,5.756136588
C3,9.092686251,9.586425765,9.333661422,9.42241384
C3,7.986619728,8.011030505,8.187551572,8.268921184
C3,7.612629835,7.196280173,8.259249952,8.52348125
C3,5.212699308,4.85744028,5.159385896,4.180548944
C3,8.094929735,7.921732717,7.744647248,7.588272695
C3,7.338113418,7.488421023,6.078754784,6.116810384
C3,8.625236712,8.665335242,10.16414946,10.36488287
C3,9.287831941,9.365151801,9.150206878,9.254149827
C3,7.978562815,7.366770097,7.062381099,6.977297717
C3,6.774712159,6.17016064,6.786804436,6.541195535
C3,7.807177884,7.424821009,9.538421816,9.654559282
C3,9.047199047,9.348120932,9.826416267,10.01946034
C3,8.195668927,7.51919822,8.205813149,8.015967809
C3,8.340994597,8.497832965,8.285243658,8.218063744
C3,4.753486901,4.240729754,4.65931349,3.96799226
C3,8.353507677,8.658443084,10.76837989,11.133929
C3,6.933380946,6.4196017,6.869434219,6.65505488
C3,8.790790811,9.243787947,8.875852721,9.071840109
C3,8.289827382,8.623479445,7.95901663,7.928277686
C3,9.887229556,9.879489931,9.37861511,9.593176789
C3,7.79804958,7.323824308,7.551050988,7.102877044
C3,6.982605269,6.659941474,6.505896039,6.480689733
C3,8.002599722,8.037838611,7.232489783,7.165625789
C3,9.508061656,9.471205777,9.522122248,9.509565669
C3,7.387654392,6.877706341,6.078754784,6.310274043
C3,5.513128535,4.807069462,6.098526526,6.238925734
C3,7.091307755,7.056328592,6.366350325,5.756136588
C3,7.299806316,6.5297315,7.647760919,7.475207842
C3,5.557512751,5.604273282,4.862858272,4.304528635
C3,7.423723025,7.087484978,8.470339597,8.684661354
C3,9.814434729,9.779817966,10.36637149,10.56415542
C3,6.575067686,5.867816606,5.692373716,5.11866294
C3,7.537819229,7.391936063,7.082305715,6.994688493
C3,7.970460623,8.410281172,5.743664228,5.51024797
C3,9.08894996,9.538436209,10.69999092,11.0820665
C3,8.296323454,8.064157335,8.159718102,8.102640023
C3,9.885076778,10.00023262,9.742923011,9.722585338
C3,6.265502901,4.85744028,5.371294068,4.521666007
C3,8.844962842,9.001180002,10.15947348,10.63716178
C3,9.72579096,10.02589398,11.24739813,11.53167609
C3,9.465471398,9.225252583,8.915221299,9.015523901
C3,7.548747214,6.877706341,6.038370913,5.51024797
C3,6.982605269,6.150563395,6.078754784,5.735463937
C3,9.850188109,10.19972238,11.07002839,11.46509926
C3,8.583356922,8.928565098,8.790716609,9.102202226
C3,9.573694025,10.07976059,9.781474504,10.16366596
C3,7.978562815,8.03251672,6.699133403,6.296285919
C3,8.340994597,8.254452527,8.565325642,8.279589705
C3,8.309228463,7.826536094,6.156251838,5.627327367
C3,9.274735419,9.096045854,7.111684797,7.062222873
C3,9.488342574,9.465294682,9.297938883,9.411140118
C3,12.03094291,12.08162638,12.05369214,12.06074736
C3,7.816248742,7.432926269,6.577931341,6.26789303
C3,9.329592654,9.302434056,9.402557393,9.322796789
C3,8.309228463,8.212714327,8.187551572,7.868278464
C3,7.962312639,7.763678773,8.627602376,8.88888265
C3,8.884297135,8.887895858,10.01940699,10.21550507
C3,8.478729241,8.454721356,6.563810591,6.505199045
C3,8.529236882,8.360186189,7.781648814,7.760680912
C3,8.002599722,7.73119135,8.20126939,7.928277686
C3,7.653697232,7.366770097,7.168702972,6.868291978
C3,8.790790811,8.899633118,9.706522072,9.944360839
C3,8.625236712,8.281621587,8.18294981,8.102640023
C3,9.129526354,9.108741713,9.601838565,9.598866204